index,label
447,defaced
448,defaced
449,defaced
450,defaced
451,defaced
452,defaced
453,defaced
454,defaced
455,defaced
456,defaced
457,defaced
458,defaced
459,defaced
460,defaced
461,defaced
462,defaced
463,defaced
464,defaced
465,defaced
466,defaced
467,defaced
468,defaced
469,defaced
470,defaced
471,defaced
472,defaced
473,defaced
474,defaced
475,defaced
476,defaced
477,defaced
478,defaced
479,defaced
480,defaced
481,defaced
482,defaced
483,defaced
484,defaced
485,defaced
486,defaced
487,defaced
488,defaced
489,defaced
490,defaced
491,defaced
492,defaced
493,defaced
494,defaced
495,defaced
496,defaced
497,defaced
498,defaced
499,defaced
500,defaced
501,defaced
502,uncertain
503,uncertain
504,uncertain
505,uncertain
506,defaced
507,defaced
508,defaced
509,defaced
510,defaced
511,defaced
512,defaced
513,defaced
514,defaced
515,defaced
516,defaced
517,defaced
518,defaced
519,defaced
520,uncertain
521,uncertain
522,uncertain
523,uncertain
524,uncertain
525,uncertain
526,defaced
527,defaced
528,uncertain
529,not defaced
530,defaced
531,defaced
532,defaced
533,defaced
534,defaced
535,defaced
536,defaced
537,defaced
538,defaced
539,defaced
540,defaced
541,not defaced
542,not defaced
543,defaced
544,defaced
545,defaced
546,defaced
547,uncertain
548,uncertain
549,uncertain
550,uncertain
551,uncertain
552,uncertain
553,defaced
554,uncertain
555,uncertain
556,defaced
557,uncertain
558,uncertain
559,not defaced
560,not defaced
561,defaced
562,defaced
563,defaced
564,defaced
565,defaced
566,defaced
567,defaced
568,defaced
569,defaced
570,defaced
571,defaced
572,defaced
573,defaced
574,defaced
575,defaced
576,defaced
577,defaced
578,defaced
579,defaced
580,defaced
581,defaced
582,defaced
583,defaced
584,defaced
585,defaced
586,defaced
587,defaced
588,defaced
589,defaced
590,defaced
591,defaced
592,defaced
593,defaced
594,defaced
595,defaced
596,defaced
597,defaced
598,defaced
599,nan
600,nan
601,nan
602,nan
603,nan
604,nan
605,nan
606,nan
607,nan
608,nan
609,nan
610,nan
611,nan
612,nan
613,nan
614,nan
615,nan
616,nan
617,nan
618,nan
619,nan
620,nan
621,nan
622,nan
623,nan
624,nan
625,nan
626,nan
627,nan
628,nan
629,nan
630,nan
631,nan
632,nan
633,nan
634,nan
635,nan
636,nan
637,nan
638,nan
639,nan
640,nan
641,nan
642,nan
643,nan
644,nan
645,nan
646,nan
647,nan
648,nan
649,nan
650,nan
651,nan
652,nan
653,nan
654,nan
655,nan
656,nan
657,nan
658,nan
659,nan
660,nan
661,nan
662,nan
663,nan
664,nan
665,nan
666,nan
667,nan
668,nan
669,nan
670,nan
671,nan
672,nan
673,nan
674,nan
675,nan
676,nan
677,nan
678,nan
679,nan
680,nan
681,nan
682,nan
683,nan
684,nan
685,nan
686,nan
687,nan
688,nan
689,nan
690,nan
691,nan
692,nan
693,nan
694,nan
695,nan
696,nan
697,nan
698,nan
699,nan
700,nan
701,nan
702,nan
703,nan
704,nan
705,nan
706,nan
707,nan
708,nan
709,nan
710,nan
711,nan
712,nan
713,nan
714,nan
715,nan
716,nan
717,nan
718,nan
719,nan
720,nan
721,nan
722,nan
723,nan
724,nan
725,nan
726,nan
727,nan
728,nan
729,nan
730,nan
731,nan
732,nan
733,nan
734,nan
735,nan
736,nan
737,nan
738,nan
739,nan
740,nan
741,nan
742,nan
743,nan
744,nan
745,nan
746,nan
747,nan
748,nan
749,nan
750,nan
751,nan
752,nan
753,nan
754,nan
755,nan
756,nan
757,nan
758,nan
759,nan
760,nan
761,nan
762,nan
763,nan
764,nan
765,nan
766,nan
767,nan
768,nan
769,nan
770,nan
771,nan
772,nan
773,nan
774,nan
775,nan
776,nan
777,nan
778,nan
779,nan
780,nan
781,nan
782,nan
783,nan
784,nan
785,nan
786,nan
787,nan
788,nan
789,nan
790,nan
791,nan
792,nan
793,nan
794,nan
795,nan
796,nan
797,nan
798,nan
799,nan
800,nan
801,nan
802,nan
803,nan
804,nan
805,nan
806,nan
807,nan
808,nan
809,nan
810,defaced
811,nan
812,nan
813,nan
814,nan
815,nan
816,nan
817,nan
818,nan
819,nan
820,nan
821,nan
822,nan
823,nan
824,nan
825,nan
826,nan
827,nan
828,nan
829,nan
830,nan
831,nan
832,nan
833,nan
834,nan
835,nan
836,nan
837,nan
838,nan
839,nan
840,nan
841,nan
842,nan
843,nan
844,nan
845,nan
846,nan
847,nan
848,nan
849,nan
850,nan
851,nan
852,nan
853,nan
854,nan
855,nan
856,nan
857,nan
858,nan
859,nan
860,nan
861,nan
862,defaced
863,nan
864,nan
865,nan
866,nan
867,defaced
868,nan
869,nan
870,nan
871,nan
872,nan
873,nan
874,nan
875,nan
876,defaced
877,defaced
878,defaced
879,defaced
880,defaced
881,defaced
882,defaced
883,defaced
884,defaced
885,defaced
886,defaced
887,defaced
888,defaced
889,defaced
890,defaced
891,defaced
892,uncertain
893,nan
894,nan
895,nan
896,nan
897,nan
898,nan
899,nan
900,nan
901,nan
902,nan
903,nan
904,nan
905,nan
906,nan
907,nan
908,nan
909,nan
910,nan
911,nan
912,nan
913,nan
914,nan
915,nan
916,nan
917,nan
918,nan
919,nan
920,nan
921,nan
922,nan
923,nan
924,nan
925,nan
926,nan
927,nan
928,nan
929,nan
930,nan
931,nan
932,nan
933,nan
934,nan
935,nan
936,nan
937,nan
938,nan
939,nan
940,nan
941,nan
942,nan
943,nan
944,nan
945,nan
946,nan
947,nan
948,nan
949,nan
950,nan
951,nan
952,nan
953,nan
954,nan
955,nan
956,nan
957,nan
958,nan
959,nan
960,nan
961,nan
962,nan
963,nan
964,nan
965,nan
966,nan
967,nan
968,nan
969,nan
970,nan
971,nan
972,nan
973,nan
974,nan
975,nan
976,nan
977,nan
978,nan
979,nan
980,nan
981,nan
982,nan
983,nan
984,nan
985,nan
986,nan
987,nan
988,nan
989,nan
990,nan
991,nan
992,nan
993,nan
994,nan
995,nan
996,nan
997,nan
998,nan
999,nan
1000,nan
1001,nan
1002,nan
1003,nan
1004,nan
1005,nan
1006,nan
1007,nan
1008,nan
1009,nan
1010,nan
1011,nan
1012,nan
1013,nan
1014,nan
1015,nan
1016,nan
1017,nan
1018,nan
1019,nan
1020,nan
1021,nan
1022,nan
1023,nan
1024,nan
1025,nan
1026,nan
1027,nan
1028,nan
1029,nan
1030,nan
1031,nan
1032,nan
1033,nan
1034,nan
1035,nan
1036,nan
1037,nan
1038,nan
1039,nan
1040,nan
1041,nan
1042,nan
1043,nan
1044,nan
1045,nan
1046,nan
1047,nan
1048,nan
1049,nan
1050,nan
1051,nan
1052,nan
1053,nan
1054,nan
1055,nan
1056,nan
1057,nan
1058,nan
1059,nan
1060,nan
1061,nan
1062,nan
1063,nan
1064,nan
1065,nan
1066,nan
1067,nan
1068,nan
1069,nan
1070,nan
1071,nan
1072,nan
1073,nan
1074,nan
1075,nan
1076,nan
1077,nan
1078,nan
1079,nan
1080,nan
1081,nan
1082,nan
1083,nan
1084,nan
1085,nan
1086,nan
1087,nan
1088,nan
1089,nan
1090,nan
1091,nan
1092,nan
1093,nan
1094,nan
1095,nan
1096,nan
1097,nan
1098,nan
1099,nan
1100,nan
1101,nan
1102,nan
1103,nan
1104,nan
1105,nan
1106,nan
1107,nan
1108,nan
1109,nan
1110,nan
1111,nan
1112,nan
1113,nan
1114,nan
1115,nan
1116,nan
1117,nan
1118,nan
1119,nan
1120,nan
1121,nan
1122,nan
1123,nan
1124,nan
1125,nan
1126,nan
1127,nan
1128,nan
1129,nan
1130,nan
1131,nan
1132,nan
1133,nan
1134,nan
1135,nan
1136,nan
1137,nan
1138,nan
1139,nan
1140,nan
1141,nan
1142,nan
1143,nan
1144,nan
1145,nan
1146,nan
1147,nan
1148,nan
1149,nan
1150,nan
1151,nan
1152,nan
1153,nan
1154,nan
1155,nan
1156,nan
1157,nan
1158,nan
1159,nan
1160,nan
1161,nan
1162,nan
1163,nan
1164,nan
1165,nan
1166,nan
1167,nan
1168,nan
1169,nan
1170,nan
1171,nan
1172,nan
1173,nan
1174,nan
1175,nan
1176,nan
1177,nan
1178,nan
1179,nan
1180,nan
1181,nan
1182,nan
1183,nan
1184,nan
1185,nan
1186,nan
1187,nan
1188,nan
1189,nan
1190,nan
1191,nan
1192,nan
1193,nan
1194,nan
1195,nan
1196,nan
1197,nan
1198,nan
1199,nan
1200,nan
1201,nan
1202,nan
1203,nan
1204,nan
1205,nan
1206,nan
1207,nan
1208,nan
1209,nan
1210,nan
1211,nan
1212,nan
1213,nan
1214,nan
1215,nan
1216,nan
1217,nan
1218,nan
1219,nan
1220,nan
1221,nan
1222,nan
1223,nan
1224,nan
1225,nan
1226,nan
1227,nan
1228,nan
1229,nan
1230,nan
1231,nan
1232,nan
1233,nan
1234,nan
1235,nan
1236,nan
1237,nan
1238,nan
1239,nan
1240,nan
1241,nan
1242,nan
1243,nan
1244,nan
1245,nan
1246,nan
1247,nan
1248,nan
1249,nan
1250,nan
1251,nan
1252,nan
1253,nan
1254,nan
1255,nan
1256,nan
1257,nan
1258,nan
1259,nan
1260,nan
1261,nan
1262,nan
1263,nan
1264,nan
1265,nan
1266,nan
1267,nan
1268,nan
1269,nan
1270,nan
1271,nan
1272,nan
1273,nan
1274,nan
1275,nan
1276,nan
1277,nan
1278,nan
1279,nan
1280,nan
1281,nan
1282,nan
1283,nan
1284,nan
1285,nan
1286,nan
1287,nan
1288,nan
1289,nan
1290,nan
1291,nan
1292,nan
1293,nan
1294,nan
1295,nan
1296,nan
1297,nan
1298,nan
1299,nan
1300,nan
1301,nan
1302,defaced
1303,defaced
1304,defaced
1305,defaced
1306,defaced
1307,defaced
1308,defaced
1309,defaced
1310,defaced
1311,defaced
1312,defaced
1313,defaced
1314,defaced
1315,defaced
1316,defaced
1317,defaced
1318,defaced
1319,defaced
1320,defaced
1321,defaced
1322,defaced
1323,defaced
1324,defaced
1325,defaced
1326,defaced
1327,defaced
1328,defaced
1329,defaced
1330,defaced
1331,defaced
1332,defaced
1333,defaced
1334,defaced
1335,defaced
1336,defaced
1337,defaced
1338,defaced
1339,defaced
1340,defaced
1341,defaced
1342,defaced
1343,defaced
1344,defaced
1345,defaced
1346,defaced
1347,defaced
1348,defaced
1349,defaced
1350,defaced
1351,defaced
1352,defaced
1353,defaced
1354,defaced
1355,defaced
1356,defaced
1357,defaced
1358,defaced
1359,defaced
1360,defaced
1361,defaced
1362,defaced
1363,defaced
1364,defaced
1365,defaced
1366,defaced
1367,defaced
1368,defaced
1369,defaced
1370,defaced
1371,defaced
1372,defaced
1373,defaced
1374,defaced
1375,defaced
1376,defaced
1377,nan
1378,nan
1379,nan
1380,nan
1381,nan
1382,nan
1383,nan
1384,nan
1385,nan
1386,nan
1387,nan
1388,nan
1389,nan
1390,nan
1391,nan
1392,nan
1393,nan
1394,nan
1395,nan
1396,nan
1397,defaced
1398,defaced
1399,defaced
1400,defaced
1401,defaced
1402,defaced
1403,defaced
1404,defaced
1405,defaced
1406,defaced
1407,defaced
1408,defaced
1409,defaced
1410,defaced
1411,defaced
1412,defaced
1413,defaced
1414,defaced
1415,defaced
1416,defaced
1417,defaced
1418,defaced
1419,defaced
1420,defaced
1421,defaced
1422,defaced
1423,defaced
1424,defaced
1425,defaced
1426,defaced
1427,defaced
1428,defaced
1429,defaced
1430,defaced
1431,defaced
1432,defaced
1433,defaced
1434,defaced
1435,nan
1436,nan
1437,nan
1438,nan
1439,nan
1440,nan
1441,nan
1442,nan
1443,nan
1444,nan
1445,nan
1446,nan
1447,nan
1448,nan
1449,nan
1450,nan
1451,nan
1452,nan
1453,nan
1454,nan
1455,nan
1456,nan
1457,nan
1458,nan
1459,nan
1460,nan
1461,nan
1462,nan
1463,nan
1464,nan
1465,nan
1466,nan
1467,nan
1468,nan
1469,nan
1470,nan
1471,nan
1472,nan
1473,nan
1474,nan
1475,nan
1476,nan
1477,nan
1478,nan
1479,nan
1480,nan
1481,nan
1482,nan
1483,nan
1484,nan
1485,nan
1486,nan
1487,nan
1488,nan
1489,nan
1490,nan
1491,nan
1492,nan
1493,nan
1494,nan
1495,nan
1496,nan
1497,nan
1498,nan
1499,nan
1500,nan
1501,nan
1502,nan
1503,nan
1504,nan
1505,nan
1506,nan
1507,nan
1508,nan
1509,nan
1510,nan
1511,nan
1512,nan
1513,nan
1514,nan
1515,nan
1516,nan
1517,nan
1518,nan
1519,nan
1520,nan
1521,nan
1522,nan
1523,nan
1524,nan
1525,nan
1526,nan
1527,nan
1528,nan
1529,nan
1530,nan
1531,nan
1532,nan
1533,nan
1534,nan
1535,nan
1536,nan
1537,nan
1538,nan
1539,nan
1540,nan
1541,nan
1542,nan
1543,nan
1544,nan
1545,nan
1546,nan
1547,nan
1548,nan
1549,nan
1550,nan
1551,nan
1552,nan
1553,nan
1554,nan
1555,nan
1556,nan
1557,nan
1558,nan
1559,nan
1560,nan
1561,nan
1562,nan
1563,nan
1564,nan
1565,nan
1566,nan
1567,nan
1568,nan
1569,nan
1570,nan
1571,nan
1572,nan
1573,nan
1574,nan
1575,nan
1576,nan
1577,nan
1578,nan
1579,nan
1580,nan
1581,nan
1582,nan
1583,nan
1584,nan
1585,nan
1586,nan
1587,nan
1588,nan
1589,nan
1590,nan
1591,nan
1592,nan
1593,nan
1594,nan
1595,nan
1596,nan
1597,nan
1598,nan
1599,not defaced
1600,not defaced
1601,not defaced
1602,not defaced
1603,not defaced
1604,not defaced
1605,not defaced
1606,not defaced
1607,not defaced
1608,defaced
1609,defaced
1610,defaced
1611,defaced
1612,defaced
1613,defaced
1614,defaced
1615,defaced
1616,defaced
1617,defaced
1618,defaced
1619,defaced
1620,uncertain
1621,defaced
1622,defaced
1623,uncertain
1624,uncertain
1625,uncertain
1626,uncertain
1627,defaced
1628,defaced
1629,defaced
1630,defaced
1631,defaced
1632,defaced
1633,uncertain
1634,uncertain
1635,uncertain
1636,uncertain
1637,uncertain
1638,uncertain
1639,uncertain
1640,uncertain
1641,uncertain
1642,uncertain
1643,uncertain
1644,uncertain
1645,uncertain
1646,uncertain
1647,uncertain
1648,uncertain
1649,defaced
1650,defaced
1651,defaced
1652,defaced
1653,defaced
1654,defaced
1655,uncertain
1656,defaced
1657,uncertain
1658,uncertain
1659,defaced
1660,defaced
1661,uncertain
1662,defaced
1663,uncertain
1664,uncertain
1665,uncertain
1666,defaced
1667,defaced
1668,defaced
1669,defaced
1670,defaced
1671,defaced
1672,defaced
1673,defaced
1674,defaced
1675,defaced
1676,defaced
1677,defaced
1678,defaced
1679,defaced
1680,defaced
1681,defaced
1682,defaced
1683,defaced
1684,defaced
1685,defaced
1686,defaced
1687,defaced
1688,defaced
1689,nan
1690,nan
1691,nan
1692,nan
1693,nan
1694,nan
1695,nan
1696,nan
1697,nan
1698,nan
1699,nan
1700,nan
1701,nan
1702,nan
1703,nan
1704,nan
1705,nan
1706,nan
1707,nan
1708,nan
1709,nan
1710,nan
1711,nan
1712,nan
1713,nan
1714,nan
1715,nan
1716,nan
1717,nan
1718,nan
1719,nan
1720,nan
1721,nan
1722,nan
1723,nan
1724,nan
1725,nan
1726,nan
1727,nan
1728,nan
1729,nan
1730,nan
1731,nan
1732,nan
1733,nan
1734,nan
1735,nan
1736,nan
1737,nan
1738,nan
1739,nan
1740,nan
1741,nan
1742,nan
1743,nan
1744,nan
1745,nan
1746,nan
1747,nan
1748,nan
1749,nan
1750,nan
1751,nan
1752,nan
1753,nan
1754,nan
1755,nan
1756,nan
1757,nan
1758,nan
1759,nan
1760,nan
1761,nan
1762,nan
1763,nan
1764,nan
1765,nan
1766,nan
1767,nan
1768,nan
1769,nan
1770,nan
1771,nan
1772,nan
1773,nan
1774,nan
1775,nan
1776,nan
1777,nan
1778,nan
1779,nan
1780,nan
1781,nan
1782,nan
1783,nan
1784,nan
1785,nan
1786,nan
1787,nan
1788,nan
1789,nan
1790,nan
1791,nan
1792,nan
1793,nan
1794,nan
1795,nan
1796,nan
1797,nan
1798,nan
1799,nan
1800,nan
1801,defaced
1802,defaced
1803,defaced
1804,defaced
1805,defaced
1806,defaced
1807,defaced
1808,defaced
1809,defaced
1810,defaced
1811,defaced
1812,defaced
1813,defaced
1814,defaced
1815,uncertain
1816,defaced
1817,defaced
1818,defaced
1819,defaced
1820,defaced
1821,defaced
1822,not defaced
1823,defaced
1824,defaced
1825,defaced
1826,defaced
1827,defaced
1828,defaced
1829,defaced
1830,defaced
1831,defaced
1832,defaced
1833,defaced
1834,defaced
1835,defaced
1836,defaced
1837,uncertain
1838,uncertain
1839,uncertain
1840,uncertain
1841,uncertain
1842,defaced
1843,defaced
1844,defaced
1845,defaced
1846,defaced
1847,defaced
1848,defaced
1849,defaced
1850,defaced
1851,defaced
1852,defaced
1853,defaced
1854,defaced
1855,defaced
1856,defaced
1857,defaced
1858,defaced
1859,defaced
1860,defaced
1861,nan
1862,nan
1863,nan
1864,nan
1865,nan
1866,nan
1867,nan
1868,nan
1869,nan
1870,nan
1871,nan
1872,nan
1873,nan
1874,nan
1875,nan
1876,nan
1877,nan
1878,nan
1879,nan
1880,nan
1881,nan
1882,nan
1883,nan
1884,nan
1885,nan
1886,nan
1887,nan
1888,nan
1889,nan
1890,nan
1891,nan
1892,nan
1893,nan
1894,nan
1895,nan
1896,nan
1897,nan
1898,nan
1899,nan
1900,nan
1901,nan
1902,nan
1903,nan
1904,nan
1905,nan
1906,nan
1907,nan
1908,nan
1909,nan
1910,nan
1911,nan
1912,nan
1913,nan
1914,nan
1915,nan
1916,nan
1917,nan
1918,nan
1919,nan
1920,nan
1921,nan
1922,nan
1923,nan
1924,nan
1925,nan
1926,nan
1927,nan
1928,nan
1929,nan
1930,nan
1931,nan
1932,nan
1933,nan
1934,nan
1935,nan
1936,nan
1937,nan
1938,nan
1939,nan
1940,nan
1941,nan
1942,nan
1943,nan
1944,nan
1945,nan
1946,nan
1947,nan
1948,nan
1949,nan
1950,nan
1951,nan
1952,nan
1953,nan
1954,nan
1955,nan
1956,nan
1957,nan
1958,nan
1959,nan
1960,nan
1961,nan
1962,nan
1963,nan
1964,nan
1965,nan
1966,nan
1967,nan
1968,nan
1969,nan
1970,nan
1971,nan
1972,nan
1973,nan
1974,nan
1975,nan
1976,nan
1977,nan
1978,nan
1979,nan
1980,nan
1981,nan
1982,nan
1983,nan
1984,nan
1985,nan
1986,nan
1987,nan
1988,nan
1989,nan
1990,nan
1991,nan
1992,nan
1993,nan
1994,nan
1995,nan
1996,nan
1997,nan
1998,nan
1999,nan
2000,nan
2001,defaced
2002,defaced
2003,defaced
2004,defaced
2005,defaced
2006,defaced
2007,defaced
2008,defaced
2009,defaced
2010,defaced
2011,defaced
2012,defaced
2013,defaced
2014,defaced
2015,defaced
2016,defaced
2017,defaced
2018,defaced
2019,defaced
2020,defaced
2021,defaced
2022,defaced
2023,defaced
2024,defaced
2025,defaced
2026,defaced
2027,defaced
2028,defaced
2029,defaced
2030,defaced
2031,defaced
2032,defaced
2033,uncertain
2034,defaced
2035,defaced
2036,defaced
2037,defaced
2038,defaced
2039,defaced
2040,defaced
2041,defaced
2042,defaced
2043,defaced
2044,defaced
2045,defaced
2046,defaced
2047,nan
2048,nan
2049,nan
2050,nan
2051,nan
2052,nan
2053,nan
2054,nan
2055,nan
2056,nan
2057,nan
2058,nan
2059,nan
2060,nan
2061,nan
2062,nan
2063,nan
2064,nan
2065,nan
2066,nan
2067,nan
2068,nan
2069,nan
2070,nan
2071,nan
2072,nan
2073,nan
2074,nan
2075,nan
2076,nan
2077,nan
2078,nan
2079,nan
2080,nan
2081,nan
2082,nan
2083,nan
2084,nan
2085,nan
2086,nan
2087,nan
2088,nan
2089,nan
2090,nan
2091,nan
2092,nan
2093,nan
2094,nan
2095,nan
2096,not defaced
2097,defaced
2098,defaced
2099,defaced
2100,not defaced
2101,defaced
2102,defaced
2103,defaced
2104,defaced
2105,defaced
2106,defaced
2107,defaced
2108,not defaced
2109,not defaced
2110,defaced
2111,not defaced
2112,not defaced
2113,not defaced
2114,not defaced
2115,not defaced
2116,not defaced
2117,not defaced
2118,not defaced
2119,not defaced
2120,not defaced
2121,not defaced
2122,not defaced
2123,not defaced
2124,not defaced
2125,not defaced
2126,not defaced
2127,not defaced
2128,not defaced
2129,not defaced
2130,not defaced
2131,not defaced
2132,not defaced
2133,not defaced
2134,not defaced
2135,not defaced
2136,not defaced
2137,not defaced
2138,not defaced
2139,not defaced
2140,not defaced
2141,not defaced
2142,not defaced
2143,not defaced
2144,not defaced
2145,not defaced
2146,not defaced
2147,not defaced
2148,not defaced
2149,not defaced
2150,not defaced
2151,not defaced
2152,not defaced
2153,not defaced
2154,not defaced
2155,not defaced
2156,not defaced
2157,not defaced
2158,not defaced
2159,not defaced
2160,not defaced
2161,not defaced
2162,not defaced
2163,not defaced
2164,not defaced
2165,not defaced
2166,not defaced
2167,not defaced
2168,not defaced
2169,not defaced
2170,not defaced
2171,not defaced
2172,not defaced
2173,not defaced
2174,not defaced
2175,not defaced
2176,not defaced
2177,not defaced
2178,not defaced
2179,not defaced
2180,not defaced
2181,not defaced
2182,not defaced
2183,not defaced
2184,uncertain
2185,defaced
2186,uncertain
2187,uncertain
2188,defaced
2189,defaced
2190,defaced
2191,defaced
2192,defaced
2193,defaced
2194,uncertain
2195,uncertain
2196,defaced
2197,defaced
2198,defaced
2199,nan
2200,nan
2201,nan
2202,nan
2203,nan
2204,nan
2205,nan
2206,nan
2207,nan
2208,nan
2209,nan
2210,nan
2211,nan
2212,nan
2213,nan
2214,nan
2215,nan
2216,nan
2217,nan
2218,nan
2219,nan
2220,nan
2221,nan
2222,nan
2223,nan
2224,nan
2225,nan
2226,nan
2227,nan
2228,nan
2229,nan
2230,nan
2231,nan
2232,nan
2233,nan
2234,nan
2235,nan
2236,nan
2237,nan
2238,nan
2239,nan
2240,nan
2241,nan
2242,nan
2243,nan
2244,nan
2245,nan
2246,nan
2247,nan
2248,nan
2249,nan
2250,nan
2251,nan
2252,nan
2253,nan
2254,nan
2255,nan
2256,nan
2257,nan
2258,nan
2259,nan
2260,nan
2261,nan
2262,nan
2263,nan
2264,nan
2265,nan
2266,nan
2267,nan
2268,nan
2269,nan
2270,nan
2271,nan
2272,nan
2273,nan
2274,nan
2275,nan
2276,nan
2277,nan
2278,nan
2279,nan
2280,nan
2281,nan
2282,nan
2283,nan
2284,nan
2285,nan
2286,nan
2287,nan
2288,nan
2289,nan
2290,nan
2291,nan
2292,nan
2293,nan
2294,nan
2295,nan
2296,nan
2297,nan
2298,nan
2299,nan
2300,nan
2301,defaced
2302,defaced
2303,defaced
2304,defaced
2305,defaced
